pair_id,agent_A,agent_B,head,analysis,n_A_all_tasks,n_B_all_tasks,n_common_tasks,train_success_prior,train_trajectories,A_decisions,A_correct,A_precision,A_mean_stop_score,A_raw_gap,A_target_success_prior,A_target_trajectories,A_log_odds_ratio,A_prior_degenerate,A_corrected_mean_score,A_corrected_gap,A_abs_corrected_gap,A_all_task_decisions,A_all_task_precision,A_all_task_raw_gap,A_no_stop,B_decisions,B_correct,B_precision,B_mean_stop_score,B_raw_gap,B_target_success_prior,B_target_trajectories,B_log_odds_ratio,B_prior_degenerate,B_corrected_mean_score,B_corrected_gap,B_abs_corrected_gap,B_all_task_decisions,B_all_task_precision,B_all_task_raw_gap,B_no_stop,PAIR_HEAD_ELIGIBLE,PAIRWISE_RESIDUAL_GAP_DIFFERENCE,ABS_GAP_A,ABS_GAP_B,PRECISION_DIFFERENCE,PRIOR_SHIFT_DIFFERENCE,PAIRWISE_RAW_GAP_DIFFERENCE
pair-0006,claude-4.5-haiku-high,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7798947104537478,3989,312,286,0.9166666666666666,0.9721975739185627,0.05553090725189602,0.666,500,-0.5749042256988315,False,0.9518181837303359,0.03515151706366926,0.03515151706366926,312,0.9166666666666666,0.05553090725189602,151,269,211,0.7843866171003717,0.9708644796481363,0.18647786254776455,0.562,500,-1.0157699637452753,False,0.9240928383512791,0.13970622125090737,0.13970622125090737,269,0.7843866171003717,0.18647786254776455,206,True,0.10455470418723811,0.03515151706366926,0.13970622125090737,0.1322800495662949,0.10399999999999998,0.13094695529586853
pair-0006,claude-4.5-haiku-high,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7798947104537478,3989,37,36,0.972972972972973,0.9600706922041403,-0.012902280768832708,0.666,500,-0.5749042256988315,False,0.977111321188101,0.004138348215127929,0.004138348215127929,37,0.972972972972973,-0.012902280768832708,151,25,25,1.0,0.9633991122245789,-0.03660088777542114,0.562,500,-1.0157699637452753,False,0.9864070018709018,-0.0135929981290982,0.0135929981290982,25,1.0,-0.03660088777542114,206,True,0.01773134634422613,0.004138348215127929,0.0135929981290982,0.027027027027026973,0.10399999999999998,0.023698607006588435
pair-0007,claude-4.5-haiku-high,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7590874905991477,3989,288,262,0.9097222222222222,0.9656518194824457,0.05592959726022351,0.666,500,-0.45753452802335826,False,0.9468879664395033,0.03716574421728114,0.03716574421728114,288,0.9097222222222222,0.05592959726022351,174,267,254,0.951310861423221,0.9651483538445462,0.01383749242132526,0.728,500,-0.16318422368635854,False,0.9592461830605911,0.007935321637370096,0.007935321637370096,267,0.951310861423221,0.01383749242132526,191,True,0.029230422579911042,0.03716574421728114,0.007935321637370096,0.041588639200998756,0.061999999999999944,0.04209210483889825
pair-0007,claude-4.5-haiku-high,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7590874905991477,3989,38,36,0.9473684210526315,0.9581327171702134,0.010764296117581895,0.666,500,-0.45753452802335826,False,0.9730711979097421,0.025702776857110532,0.025702776857110532,38,0.9473684210526315,0.010764296117581895,174,42,41,0.9761904761904762,0.9571778575579325,-0.019012618632543665,0.728,500,-0.16318422368635854,False,0.9633818933861364,-0.012808582804339719,0.012808582804339719,42,0.9761904761904762,-0.019012618632543665,191,True,0.03851135966145025,0.025702776857110532,0.012808582804339719,0.028822055137844638,0.061999999999999944,0.02977691475012556
pair-0008,claude-4.5-haiku-high,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7590874905991477,3989,268,246,0.917910447761194,0.9626432096780236,0.04473276191682962,0.666,500,-0.45753452802335826,False,0.9423108799033542,0.024400432142160144,0.024400432142160144,268,0.917910447761194,0.04473276191682962,195,261,249,0.9540229885057471,0.9643734679825005,0.010350479476753383,0.728,500,-0.16318422368635854,False,0.9583421111131568,0.004319122607409742,0.004319122607409742,261,0.9540229885057471,0.010350479476753383,203,True,0.020081309534750402,0.024400432142160144,0.004319122607409742,0.03611254074455306,0.061999999999999944,0.03438228244007624
pair-0008,claude-4.5-haiku-high,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7590874905991477,3989,37,36,0.972972972972973,0.9585368278864268,-0.014436145086546226,0.666,500,-0.45753452802335826,False,0.9733456023421577,0.000372629369184696,0.000372629369184696,37,0.972972972972973,-0.014436145086546226,195,36,35,0.9722222222222222,0.9581678261359533,-0.014054396086268905,0.728,500,-0.16318422368635854,False,0.9642308371759181,-0.007991385046304145,0.007991385046304145,36,0.9722222222222222,-0.014054396086268905,203,True,0.00836401441548884,0.000372629369184696,0.007991385046304145,0.0007507507507508171,0.061999999999999944,0.0003817490002773205
pair-0009,claude-4.5-haiku-high,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7553271496615693,3989,226,208,0.9203539823008849,0.9608285806875313,0.040474598386646354,0.666,500,-0.4370802751535199,False,0.9406954886755705,0.02034150637468557,0.02034150637468557,226,0.9203539823008849,0.040474598386646354,240,232,221,0.9525862068965517,0.9605251167868746,0.007938909890322865,0.758,500,0.014516706768476384,False,0.9610707315728234,0.008484524676271699,0.008484524676271699,232,0.9525862068965517,0.007938909890322865,226,True,0.011856981698413871,0.02034150637468557,0.008484524676271699,0.03223222459566677,0.09199999999999997,0.03253568849632349
pair-0009,claude-4.5-haiku-high,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7553271496615693,3989,34,32,0.9411764705882353,0.9576655959381777,0.016489125349942402,0.666,500,-0.4370802751535199,False,0.9722298521108741,0.031053381522638812,0.031053381522638812,34,0.9411764705882353,0.016489125349942402,240,42,36,0.8571428571428571,0.9581187140373957,0.10097585689453858,0.758,500,0.014516706768476384,False,0.9575332596275692,0.1003904024847121,0.1003904024847121,42,0.8571428571428571,0.10097585689453858,226,True,0.06933702096207328,0.031053381522638812,0.1003904024847121,0.08403361344537819,0.09199999999999997,0.08448673154459618
pair-0102,claude-4.5-opus-high,claude-opus-4.6,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.740787164702933,3989,188,187,0.9946808510638298,0.9628516857294326,-0.03182916533439717,0.768,500,0.14698848670953835,False,0.9677540063534764,-0.026926844710353337,0.026926844710353337,188,0.9946808510638298,-0.03182916533439717,270,168,161,0.9583333333333334,0.9643856627600533,0.00605232942671996,0.772,500,0.1695750462985115,False,0.9697601380446299,0.011426804711296534,0.011426804711296534,168,0.9583333333333334,0.00605232942671996,292,True,0.03835364942164987,0.026926844710353337,0.011426804711296534,0.03634751773049638,0.0040000000000000036,0.03788149476111713
pair-0102,claude-4.5-opus-high,claude-opus-4.6,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.740787164702933,3989,42,38,0.9047619047619048,0.9599913557370504,0.055229450975145644,0.768,500,0.14698848670953835,False,0.9539630075069557,0.04920110274505096,0.04920110274505096,42,0.9047619047619048,0.055229450975145644,270,40,35,0.875,0.9590699672698975,0.08406996726989746,0.772,500,0.1695750462985115,False,0.9518836323699027,0.0768836323699027,0.0768836323699027,40,0.875,0.08406996726989746,292,True,0.027682529624851737,0.04920110274505096,0.0768836323699027,0.029761904761904767,0.0040000000000000036,0.028840516294751817
pair-0103,claude-4.5-opus-high,gemini-3-flash-high,success,COMMON_TASK_SUPPORT_AB,500,498,498,0.7411320754716981,3975,179,176,0.9832402234636871,0.9618523174158021,-0.021387906047884986,0.7670682730923695,498,0.1399695563116845,False,0.9666575572660774,-0.01658266619760973,0.01658266619760973,181,0.9834254143646409,-0.02144581441721205,284,207,202,0.9758454106280193,0.965359918449236,-0.010485492178783362,0.7610441767068273,498,0.10655185078237106,False,0.9687408915124432,-0.00710451911557608,0.00710451911557608,207,0.9758454106280193,-0.010485492178783362,278,True,0.00947814708203365,0.01658266619760973,0.00710451911557608,0.007394812835667786,0.0060240963855421326,0.010902413869101624
pair-0103,claude-4.5-opus-high,gemini-3-flash-high,failure,COMMON_TASK_SUPPORT_AB,500,498,498,0.7411320754716981,3975,35,33,0.9428571428571428,0.9619351148605346,0.019077972003391785,0.7670682730923695,498,0.1399695563116845,False,0.9564919585033618,0.013634815646218934,0.013634815646218934,35,0.9428571428571428,0.019077972003391785,284,13,12,0.9230769230769231,0.9580967334600595,0.035019810383136396,0.7610441767068273,498,0.10655185078237106,False,0.9536137844056132,0.030536861328690046,0.030536861328690046,13,0.9230769230769231,0.035019810383136396,278,False,,,,,,
pair-0104,claude-4.5-opus-high,gemini-3-pro,success,COMMON_TASK_SUPPORT_AB,500,491,491,0.7165053489556801,3926,209,206,0.9856459330143541,0.96176402876822,-0.023881904246134122,0.7718940936863544,491,0.29184487657301994,False,0.9711463086597024,-0.014499624354651686,0.014499624354651686,210,0.9857142857142858,-0.023913146768297477,240,240,240,1.0,0.9635375626385212,-0.036462437361478806,1.0,491,inf,True,1.0,0.0,0.0,240,1.0,-0.036462437361478806,224,True,0.014499624354651686,0.014499624354651686,0.0,0.014354066985645897,0.22810590631364558,0.012580533115344683
pair-0104,claude-4.5-opus-high,gemini-3-pro,failure,COMMON_TASK_SUPPORT_AB,500,491,491,0.7165053489556801,3926,42,39,0.9285714285714286,0.9612163319474175,0.03264490337598891,0.7718940936863544,491,0.29184487657301994,False,0.9487962810022074,0.02022485243077876,0.02022485243077876,43,0.9302325581395349,0.030874676482621988,240,27,0,0.0,0.9599914948145548,0.9599914948145548,1.0,491,inf,True,0.0,0.0,0.0,27,0.0,0.9599914948145548,224,True,0.02022485243077876,0.02022485243077876,0.0,0.9285714285714286,0.22810590631364558,0.9273465914385659
pair-0105,claude-4.5-opus-high,glm-5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,227,223,0.9823788546255506,0.9639434719925936,-0.018435382632957076,0.768,500,0.11806485031299707,False,0.9678182703433408,-0.014560584282209854,0.014560584282209854,227,0.9823788546255506,-0.018435382632957076,223,273,264,0.967032967032967,0.9647392606560564,-0.0022937063769106203,0.728,500,-0.0944885292676767,False,0.9613933758872103,-0.005639591145756739,0.005639591145756739,273,0.967032967032967,-0.0022937063769106203,195,True,0.008920993136453115,0.014560584282209854,0.005639591145756739,0.015345887592583596,0.040000000000000036,0.016141676256046456
pair-0105,claude-4.5-opus-high,glm-5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,50,46,0.92,0.9616781985759735,0.041678198575973435,0.768,500,0.11806485031299707,False,0.957095999927612,0.03709599992761192,0.03709599992761192,50,0.92,0.041678198575973435,223,32,29,0.90625,0.9559656418859959,0.049715641885995865,0.728,500,-0.0944885292676767,False,0.9597733352012594,0.0535233352012594,0.0535233352012594,32,0.90625,0.049715641885995865,195,True,0.01642733527364748,0.03709599992761192,0.0535233352012594,0.01375000000000004,0.040000000000000036,0.00803744331002243
pair-0106,claude-4.5-opus-high,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7671095512659815,3989,254,248,0.9763779527559056,0.9689461250943462,-0.007431827661559365,0.768,500,0.004990905348774444,False,0.9690953077686532,-0.007282644987252396,0.007282644987252396,254,0.9763779527559056,-0.007431827661559365,204,223,176,0.7892376681614349,0.9676223306377907,0.17838466247635576,0.562,500,-0.9427785166153427,False,0.9213646213642088,0.1321269532027739,0.1321269532027739,223,0.7892376681614349,0.17838466247635576,251,True,0.1394095981900263,0.007282644987252396,0.1321269532027739,0.18714028459447063,0.20599999999999996,0.18581649013791512
pair-0106,claude-4.5-opus-high,gpt-5-mini,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7671095512659815,3989,42,40,0.9523809523809523,0.9614497125148773,0.009068760133924991,0.768,500,0.004990905348774444,False,0.9612647427451266,0.008883790364174304,0.008883790364174304,42,0.9523809523809523,0.009068760133924991,204,26,25,0.9615384615384616,0.9609365646655743,-0.0006018968728872531,0.562,500,-0.9427785166153427,False,0.9843964442072662,0.022857982668804677,0.022857982668804677,26,0.9615384615384616,-0.0006018968728872531,251,True,0.013974192304630373,0.008883790364174304,0.022857982668804677,0.009157509157509236,0.20599999999999996,0.009670657006812244
pair-0107,claude-4.5-opus-high,gpt-5.2-codex,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,216,213,0.9861111111111112,0.9641510794560114,-0.021960031655099743,0.768,500,0.11806485031299707,False,0.9680049619235013,-0.018106149187609888,0.018106149187609888,216,0.9861111111111112,-0.021960031655099743,242,222,213,0.9594594594594594,0.9638279381099047,0.004368478650445318,0.728,500,-0.0944885292676767,False,0.9603974715290039,0.0009380120695444694,0.0009380120695444694,222,0.9594594594594594,0.004368478650445318,232,True,0.019044161257154357,0.018106149187609888,0.0009380120695444694,0.02665165165165173,0.040000000000000036,0.02632851030554506
pair-0107,claude-4.5-opus-high,gpt-5.2-codex,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,42,38,0.9047619047619048,0.9613553555238814,0.05659345076197664,0.768,500,0.11806485031299707,False,0.9567388803774082,0.05197697561550341,0.05197697561550341,42,0.9047619047619048,0.05659345076197664,242,46,43,0.9347826086956522,0.9581350839656332,0.023352475269980966,0.728,500,-0.0944885292676767,False,0.9617595682828385,0.026976959587186267,0.026976959587186267,46,0.9347826086956522,0.023352475269980966,232,True,0.02500001602831714,0.05197697561550341,0.026976959587186267,0.03002070393374745,0.040000000000000036,0.03324097549199567
pair-0108,claude-4.5-opus-high,gpt-5.2-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,209,207,0.9904306220095693,0.9621876940202485,-0.02824292798932082,0.768,500,0.11806485031299707,False,0.9662480793618994,-0.024182542647669947,0.024182542647669947,209,0.9904306220095693,-0.02824292798932082,245,248,236,0.9516129032258065,0.9640511363264053,0.012438233100598772,0.728,500,-0.0944885292676767,False,0.9606404881867061,0.009027584960899615,0.009027584960899615,248,0.9516129032258065,0.012438233100598772,205,True,0.03321012760856956,0.024182542647669947,0.009027584960899615,0.03881771878376283,0.040000000000000036,0.04068116108991959
pair-0108,claude-4.5-opus-high,gpt-5.2-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7463023314113812,3989,46,40,0.8695652173913043,0.96267882378205,0.09311360639074573,0.768,500,0.11806485031299707,False,0.9582137673311104,0.08864854993980609,0.08864854993980609,46,0.8695652173913043,0.09311360639074573,245,47,43,0.9148936170212766,0.957991288063374,0.043097671042097385,0.728,500,-0.0944885292676767,False,0.9616274803998237,0.046733863378547125,0.046733863378547125,47,0.9148936170212766,0.043097671042097385,205,True,0.04191468656125896,0.08864854993980609,0.046733863378547125,0.04532839962997226,0.040000000000000036,0.050015935348648344
pair-0109,claude-4.5-opus-high,minimax-m2.5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.742541990473803,3989,169,166,0.9822485207100592,0.959278625849436,-0.022969894860623175,0.768,500,0.13782957658217643,False,0.9643274333630906,-0.017921087346968623,0.017921087346968623,169,0.9822485207100592,-0.022969894860623175,283,195,187,0.958974358974359,0.9592781491768666,0.00030379020250759226,0.758,500,0.0825228745864992,False,0.9623774369087417,0.003403077934382659,0.003403077934382659,195,0.958974358974359,0.00030379020250759226,256,True,0.02132416528135128,0.017921087346968623,0.003403077934382659,0.023274161735700183,0.010000000000000009,0.023273685063130767
pair-0109,claude-4.5-opus-high,minimax-m2.5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.742541990473803,3989,48,43,0.8958333333333334,0.9649470845858256,0.0691137512524922,0.768,500,0.13782957658217643,False,0.9599991450099085,0.06416581167657509,0.06416581167657509,48,0.8958333333333334,0.0691137512524922,283,49,40,0.8163265306122449,0.9623358760561261,0.14600934544388122,0.758,500,0.0825228745864992,False,0.9592370869928137,0.14291055638056882,0.14291055638056882,49,0.8163265306122449,0.14600934544388122,256,True,0.07874474470399373,0.06416581167657509,0.14291055638056882,0.07950680272108845,0.010000000000000009,0.07689559419138903
pair-0203,claude-opus-4.6,gemini-3-flash-high,success,COMMON_TASK_SUPPORT_AB,500,498,498,0.74062893081761,3975,164,157,0.9573170731707317,0.9609891972163829,0.003672124045651204,0.7710843373493976,498,0.16520410836142463,False,0.9667204610009986,0.009403387830266952,0.009403387830266952,166,0.9578313253012049,0.003127040633235989,309,241,234,0.970954356846473,0.9656944564269292,-0.005259900419543828,0.7610441767068273,498,0.10917271613909008,False,0.9691244109669248,-0.0018299458795482115,0.0018299458795482115,241,0.970954356846473,-0.005259900419543828,243,True,0.011233333709815163,0.009403387830266952,0.0018299458795482115,0.013637283675741352,0.010040160642570295,0.008932024465195032
pair-0203,claude-opus-4.6,gemini-3-flash-high,failure,COMMON_TASK_SUPPORT_AB,500,498,498,0.74062893081761,3975,25,20,0.8,0.9617973399162293,0.16179733991622924,0.7710843373493976,498,0.16520410836142463,False,0.9552588288897712,0.15525882888977116,0.15525882888977116,25,0.8,0.16179733991622924,309,14,14,1.0,0.9558653363159725,-0.04413466368402752,0.7610441767068273,498,0.10917271613909008,False,0.9510278790092711,-0.048972120990728896,0.048972120990728896,14,1.0,-0.04413466368402752,243,False,,,,,,
pair-0204,claude-opus-4.6,gemini-3-pro,success,COMMON_TASK_SUPPORT_AB,500,491,491,0.7159959246051961,3926,202,194,0.9603960396039604,0.9641604774659223,0.0037644378619619,0.7759674134419552,491,0.31763312232197183,False,0.973636029239069,0.01323998963510864,0.01323998963510864,206,0.9611650485436893,0.0029558571218286644,252,238,238,1.0,0.9629640744513824,-0.037035925548617565,1.0,491,inf,True,1.0,0.0,0.0,238,1.0,-0.037035925548617565,230,True,0.01323998963510864,0.01323998963510864,0.0,0.03960396039603964,0.2240325865580448,0.040800363410579465
pair-0204,claude-opus-4.6,gemini-3-pro,failure,COMMON_TASK_SUPPORT_AB,500,491,491,0.7159959246051961,3926,37,32,0.8648648648648649,0.9611076938139426,0.09624282894907765,0.7759674134419552,491,0.31763312232197183,False,0.9473781974013923,0.08251333253652737,0.08251333253652737,37,0.8648648648648649,0.09624282894907765,252,23,0,0.0,0.9560351553170577,0.9560351553170577,1.0,491,inf,True,0.0,0.0,0.0,23,0.0,0.9560351553170577,230,True,0.08251333253652737,0.08251333253652737,0.0,0.8648648648648649,0.2240325865580448,0.8597923263679801
pair-0205,claude-opus-4.6,glm-5-high,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,207,198,0.9565217391304348,0.9648273086202317,0.008305569489796882,0.772,500,0.14329778724173425,False,0.9693665967875459,0.012844857657111075,0.012844857657111075,207,0.9565217391304348,0.008305569489796882,259,262,254,0.9694656488549618,0.9625345432121335,-0.0069311056428282836,0.728,500,-0.09184215192791267,False,0.959088495994554,-0.010377152860407746,0.010377152860407746,262,0.9694656488549618,-0.0069311056428282836,204,True,0.02322201051751882,0.012844857657111075,0.010377152860407746,0.01294390972452697,0.04400000000000004,0.015236675132625166
pair-0205,claude-opus-4.6,glm-5-high,failure,COMMON_TASK_SUPPORT_AB,500,500,500,0.7458009526197041,3989,34,31,0.9117647058823529,0.9615137892610887,0.04974908337873574,0.772,500,0.14329778724173425,False,0.9558641231723702,0.04409941729001732,0.04409941729001732,34,0.9117647058823529,0.04974908337873574,259,34,31,0.9117647058823529,0.9564722092712626,0.04470750338890972,0.728,500,-0.09184215192791267,False,0.9601347038904922,0.04836999800813924,0.04836999800813924,34,0.9117647058823529,0.04470750338890972,204,True,0.004270580718121919,0.04409941729001732,0.04836999800813924,0.0,0.04400000000000004,0.005041579989826017
pair-0206,claude-opus-4.6,gpt-5-mini,success,COMMON_TASK_SUPPORT_AB,500,500,500,0.7666081724743044,3989,221,213,0.9638009049773756,0.9661140360983249,0.00231313112094933,0.772,500,0.030381811858394947,False,0.967091003234446,0.003290098257070384,0.003290098257070384,221,0.9638009049773756,0.00231313112094933,240,206,161,0.7815533980582524,0.9653193163640291,0.1837659183057767,0.562,500,-0.9399741696946954,False,0.916147972668144,0.13459457460989155,0.13459457460989155,206,0.7815533980582524,0.1837659183057767,269,True,0.13130447635282116,0.003290098257070384,0.13459457460989155,0.18224750691912317,0.20999999999999996,0.18145278718482738
